id,x0,x1,x2,fitness-1,fitness0.5,fitness2.5,fitness3.5,fitness3,fitness4,fitness5,fitness4.5,fitness1.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-1.5,fitness0,fitness-2.5,fitness-3
173226,3.15594,4.5285,5,NA,NA,NA,NA,NA,NA,256.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173527,4.20316,4.71165,5,NA,NA,NA,NA,NA,NA,5089.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173677,5,4.81825,5,NA,NA,NA,NA,NA,NA,NA,6976.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173852,4.21051,5,4.75642,NA,NA,NA,NA,NA,NA,7683.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173998,5,4.65933,4.03312,NA,NA,NA,NA,NA,NA,888.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174224,5,4.34687,5,NA,NA,NA,1314.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174419,5,5,5,NA,NA,NA,NA,NA,280.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174589,4.95191,4.36649,5,NA,NA,NA,NA,NA,NA,5561.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174757,5,4.60087,5,NA,NA,NA,NA,NA,NA,NA,832.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174948,4.74041,2.165,5,NA,NA,NA,NA,NA,NA,2554.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175338,5,0.705472,3.51141,NA,NA,NA,NA,NA,NA,124.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175440,4.65612,1.65986,3.23592,NA,NA,NA,NA,NA,NA,388.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175714,4.63065,4.37202,3.8311,NA,NA,NA,NA,NA,NA,981.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175851,4.76292,5,5,NA,NA,NA,NA,NA,779.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176064,3.21306,3.49629,5,NA,NA,37.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176257,5,3.26525,5,NA,NA,827.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176364,4.81762,3.74377,4.40326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176549,5,5,4.85509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6915.386,NA,NA,NA,NA,NA,NA,NA,NA,NA
176827,4.97347,5,3.09068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.554,NA,NA
176985,4.72328,5,4.72603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3366.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
177266,4.83488,4.4405,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169.363,NA
177399,5,5,4.57648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864.639,NA,NA,NA,NA,NA,NA
177728,4.88332,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058.042,NA,NA,NA,NA,NA,NA
177905,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
178053,5,4.6868,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308.185,NA,NA,NA,NA,NA,NA
178305,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2633.184,NA,NA,NA,NA,NA
178440,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440.677,NA,NA,NA,NA,NA
178697,5,4.70838,4.37066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705.816,NA
178878,5,5,4.70621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4978.673,NA,NA,NA,NA,NA,NA,NA,NA
178943,5,3.56225,5,902.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179161,4.22824,4.0114,5,515.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179380,4.28315,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790.412,NA
179582,5,4.91627,5,16215.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179743,5,5,4.87454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095.228
180108,4.93468,5,4.38192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.986,NA
180218,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5371.891,NA,NA,NA,NA,NA,NA,NA,NA
180485,5,5,4.63029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414.582,NA,NA,NA,NA,NA,NA,NA,NA
180737,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147.809
180864,5,5,2.77161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.912
181050,5,5,3.85553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.026
181331,5,5,3.63348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.63,NA,NA,NA,NA,NA
181390,4.85614,5,1.75137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.058,NA,NA,NA,NA,NA
181566,3.10037,4.83743,3.40304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06
181860,4.48099,4.55946,2.39426,84.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181986,4.95969,5,2.05891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.143,NA,NA,NA
182271,5,4.50667,1.85962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.923
182422,5,4.69092,3.12659,1396.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182610,4.61449,4.56105,3.37072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.508,NA,NA
182806,5,5,4.16033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183101,5,4.59611,4.65028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183294,4.75979,4.86958,5,6291.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183506,5,4.74607,2.83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496.644,NA,NA,NA,NA,NA,NA,NA,NA
183712,5,4.14398,3.75515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.246,NA,NA,NA,NA,NA,NA,NA
183767,4.1755,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5810.672,NA,NA,NA
184098,3.55714,5,3.74555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.882
184175,4.69286,4.06931,4.27601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810.432,NA,NA,NA,NA,NA,NA,NA,NA
184372,4.91278,4.76643,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.774,NA,NA,NA,NA,NA
184602,4.36852,5,4.17804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.559,NA,NA,NA,NA,NA,NA
184868,4.88087,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3389.287,NA,NA,NA,NA,NA,NA
184976,5,5,4.66466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041.509,NA,NA,NA,NA,NA,NA
185255,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
185539,5,3.76566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.006,NA,NA,NA,NA,NA,NA
185641,5,3.42522,4.70828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.635,NA,NA,NA,NA,NA,NA,NA
185852,4.7317,4.62744,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262.345,NA,NA,NA,NA,NA
186067,5,4.62313,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141.334,NA,NA,NA,NA,NA,NA,NA,NA
186303,4.17044,4.07962,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.879
186503,5,4.76109,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031.601,NA,NA,NA,NA,NA,NA
186644,5,5,4.73156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780.985,NA,NA,NA,NA,NA,NA
186865,5,4.8085,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309.167,NA,NA,NA,NA,NA,NA
186973,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
187217,5,4.66153,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002.414,NA,NA,NA,NA,NA,NA
187534,4.98099,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2767.974,NA,NA,NA,NA,NA,NA
187585,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
187920,4.6815,4.112,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770.64,NA,NA,NA,NA,NA,NA,NA
187948,4.71602,3.94093,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.464,NA,NA,NA,NA,NA
188191,5,4.85453,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3245.623,NA,NA,NA,NA,NA
188380,5,5,4.1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.513,NA,NA,NA,NA
188685,5,5,4.51787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.685,NA,NA,NA,NA,NA
188796,4.89394,4.92482,4.6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842.152,NA,NA,NA,NA,NA,NA
188944,4.92088,4.99156,4.71118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388.451,NA,NA,NA,NA,NA,NA
189328,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525.358,NA,NA,NA,NA,NA
189469,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534.584,NA,NA,NA,NA,NA,NA
189735,5,4.83115,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2698.205,NA,NA,NA,NA,NA
189809,5,5,4.65229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.253,NA,NA,NA,NA,NA,NA
190069,3.76641,5,4.83949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.277,NA,NA,NA,NA,NA,NA
190247,3.18096,4.37662,4.69082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.065,NA,NA,NA,NA,NA,NA
190395,4.57889,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.695,NA,NA,NA,NA,NA,NA
190660,4.13579,5,3.51975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.122,NA,NA,NA,NA,NA,NA
190870,4.53727,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.022,NA,NA,NA,NA,NA,NA
191071,4.27754,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.091,NA,NA,NA,NA,NA,NA,NA
191191,4.92327,4.96895,4.41596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.136,NA,NA,NA,NA
191463,4.87788,5,4.69887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.875,NA,NA,NA,NA,NA
191594,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194.943,NA,NA,NA,NA,NA,NA
191901,5,5,4.89614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3349.323,NA,NA,NA,NA,NA,NA
192095,5,5,4.8219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3356.685,NA,NA,NA,NA,NA,NA
192226,4.83266,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456.25
192380,5,5,3.86729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.595
192660,5,5,2.49221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.628,NA,NA,NA,NA,NA,NA,NA
192933,5,5,1.2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.289,NA,NA,NA,NA,NA,NA,NA
193040,5,5,-0.557239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.201,NA,NA,NA,NA,NA,NA,NA,NA
193294,5,5,-1.78416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.888,NA,NA,NA
193426,5,3.86018,-2.12114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588.196,NA,NA,NA
193712,5,4.59624,-0.734243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4801.145,NA,NA
193774,4.99474,5,-0.787026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11461.538,NA,NA
194124,5,5,-1.18049,NA,NA,NA,NA,NA,NA,NA,NA,1074.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194251,5,4.02488,-1.24014,NA,NA,NA,NA,NA,NA,NA,NA,190.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194418,5,4.40306,-0.877679,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194557,5,4.63697,-1.53651,NA,NA,NA,2438.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194847,4.90215,4.74057,-1.76286,NA,NA,NA,NA,2.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195129,4.78983,4.05846,-0.897514,NA,NA,NA,NA,851.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195195,5,4.42015,0.435655,NA,NA,NA,390.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195384,5,5,-0.0206419,NA,NA,NA,NA,NA,1163.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195576,4.16548,5,0.453757,NA,NA,NA,NA,NA,NA,NA,683.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195748,3.8262,5,-0.679667,NA,NA,NA,1296.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196041,4.47887,5,-1.4288,NA,NA,NA,NA,NA,NA,1787.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196250,5,4.41334,-1.51925,NA,NA,992.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196403,5,4.84085,-2.164,NA,NA,NA,220.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196577,5,4.1925,-2.22573,NA,NA,NA,NA,NA,NA,NA,244.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196928,5,4.19899,-2.92256,NA,NA,NA,NA,NA,NA,-1641.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197106,5,4.73999,-2.05432,NA,NA,NA,NA,NA,NA,7930.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197308,5,4.75953,-2.12656,NA,NA,NA,NA,NA,NA,NA,1330.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197393,4.27357,5,-2.13116,NA,NA,NA,NA,NA,NA,NA,1656.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197558,5,5,-2.18175,NA,NA,NA,NA,NA,NA,2979.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197800,5,4.43206,-3.4834,NA,NA,NA,NA,NA,NA,NA,710.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198043,4.33241,5,-4.41636,NA,NA,NA,NA,NA,NA,1360.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198307,5,5,-3.84232,NA,NA,NA,NA,NA,NA,1669.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198466,5,5,-2.98923,NA,NA,NA,NA,NA,NA,3240.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198565,5,5,-2.02478,NA,NA,NA,NA,NA,NA,5521.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198757,4.71749,5,-2.02631,NA,NA,NA,NA,NA,NA,5697.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198993,5,5,-2.35648,NA,NA,NA,NA,NA,NA,NA,943.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199229,5,5,-2.05639,NA,NA,NA,NA,NA,NA,5314.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199376,4.68529,3.50774,-0.763954,NA,NA,NA,220.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199589,3.98884,4.60826,-0.682554,NA,NA,NA,NA,NA,NA,NA,-14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199933,3.19157,5,-1.73558,NA,NA,NA,NA,NA,NA,516.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
