id,x0,x1,x2,fitness4,fitness3.5,fitness4.5,fitness6.5,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness9.5,fitness10,fitness10.5,fitness6,fitness5,fitness5.5,fitness2.5,fitness3,fitness2
189664,7.38764,6.66085,3.96024,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189992,7.28901,5.9963,3.93504,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190034,6.6356,7.16984,4.8943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041,NA,NA,NA,NA,NA,NA,NA
190228,5.76457,6.84479,3.99704,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
190497,6.33648,7.06416,4.92151,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,NA,NA,NA,NA,NA,NA,NA,NA
190625,6.06279,7.65243,4.05544,NA,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190962,4.47888,8.02053,4.42296,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA
191078,3.93268,8.14567,5.63438,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
191383,3.82061,7.23396,6.21872,NA,NA,NA,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
191520,3.84334,8.04756,7.32201,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191676,3.75065,7.94708,7.37885,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191928,3.47626,7.62502,7.0709,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192091,3.19273,7.93432,9.93766,NA,NA,NA,NA,NA,NA,NA,-0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192394,3.6984,7.63088,9.42194,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192515,3.63769,6.89063,8.44967,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192678,4.36635,7.90356,7.03737,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192930,4.45534,5.83432,7.70111,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193060,3.38911,7.73212,7.34558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,NA,NA
193243,4.08904,7.10004,7.38346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA
193530,4.77309,6.80495,7.82347,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193608,5.601,6.64687,8.46273,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193865,7.46427,7.20256,8.48796,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194087,8.89042,8.26438,7.05482,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194339,8.1814,8.32782,7.47425,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194502,6.40922,7.97104,8.34545,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194663,8.35443,7.69437,8.71669,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194995,7.72721,8.63458,8.41463,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195011,8.85222,6.55074,7.10528,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195359,9.27843,7.23682,7.27159,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195535,8.4375,6.99183,6.16147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,NA,NA,NA,NA,NA,NA,NA
195712,9.06305,8.1899,7.07302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA
195893,7.64968,9.21128,7.88659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA
196050,7.32989,9.54285,7.37512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA
196210,7.08122,10.5,7.29584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.054,NA,NA,NA,NA,NA,NA,NA
196566,6.44602,8.78146,8.3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA
196614,7.90657,8.51411,7.79622,NA,NA,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196904,8.37291,8.34755,7.11365,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197170,8.50723,7.12504,7.74934,NA,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197319,7.79397,5.85394,7.66232,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197417,8.13915,6.29016,6.58644,NA,NA,NA,NA,NA,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197769,6.75504,4.61556,6.61788,NA,NA,NA,NA,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197952,6.74135,6.23999,7.65422,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
198172,5.72056,7.09171,7.74447,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA
198373,4.84036,7.33593,7.94756,NA,NA,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198496,5.93482,6.14959,7.51444,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277,NA,NA,NA,NA,NA,NA,NA,NA
198797,7.65648,5.9935,7.35889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA
198816,7.6986,7.44729,8.42617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,NA,NA,NA,NA,NA,NA
199117,6.32399,7.51977,7.5924,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA
199237,7.39302,7.86099,6.97143,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199464,7.59009,7.42828,6.94838,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199619,7.8802,8.30467,6.3858,NA,NA,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200000,7.33524,8.60182,6.6604,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
